Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
6314,04493648824514316,,2363,3035,4660,4761,3301,3523,3826,sea,2363,7305,3058,1473,,,,,,
6315,04684638585265312,,3752,117,3004,3397,3397,3130,3561,sea,8022,117,1797,239,,,,,,
6316,04457862745395153,,2363,2446,4034,4907,4840,3961,3288,sea,2363,2446,892,1503,,,,,,
6317,04897981247887752,,2227,3732,4299,4709,3732,3696,4555,sea,2227,8002,2109,741,,,,,,
6318,04336492526456391,,3920,899,4396,3229,4905,3640,3101,sea,8190,899,2632,664,,,,,,
6319,04147181234494518,,2363,2446,4840,4907,4861,4714,4003,sea,2363,2446,890,1477,,,,,,
6320,04219731218118372,,2363,176,3382,3805,4164,4115,4480,sea,2363,176,1412,1472,,,,,,
6321,04291895494934577,,1605,2244,4645,4376,4425,4234,4458,sea,1605,2244,2493,552,,,,,,
6322,04325641934654644,,2879,1951,4218,4774,4346,3298,4760,sea,2879,1951,2254,782,,,,,,
6323,04745421188568221,,4536,4221,4139,4509,4426,4580,4821,sea,8806,8491,2041,4069,,,,,,
6324,04221159893583271,,2855,993,3165,4216,3054,4308,4455,sea,2855,993,2859,3964,,,,,,
6325,04951951495325594,,1832,1588,3653,3232,3218,4760,3152,sea,1832,1588,1154,630,,,,,,
6326,04857218837447822,,4890,3072,3118,4654,4056,4666,3414,sea,9160,7342,46,1879,,,,,,
6327,04695885152652747,,616,1685,3577,4986,4835,4702,4316,sea,616,1685,1003,1930,,,,,,
6328,04163927525355339,,2363,117,3004,3004,4004,4416,3527,sea,2363,117,1792,1466,,,,,,
6329,04587922495965621,,2753,3942,3430,3753,4676,3772,4622,sea,2753,8212,428,638,,,,,,
6330,04314864626496276,,1219,2784,3274,3272,4780,4635,3828,sea,1219,2784,2376,4028,,,,,,
6331,04766452889449628,,3588,1802,4429,4266,4367,4963,4726,sea,7858,1802,203,775,,,,,,
6332,04885484217117118,,633,2798,3345,4062,4957,3137,4726,sea,633,2798,3362,715,,,,,,
6333,04479427392372418,,3934,4758,3807,4259,3060,4975,4797,sea,8204,9028,2055,247,,,,,,
6334,04393336472862668,,2363,2658,4145,4144,4940,4701,4892,sea,2363,2658,2080,1444,,,,,,
6335,04698869299189363,,3034,1951,4218,3132,4001,3186,3703,sea,7304,1951,2255,606,,,,,,
6336,04589648312832379,,2149,692,4384,4384,4384,4426,4966,sea,2149,692,2246,4071,,,,,,
6337,04552798734734327,,4740,817,3649,4774,3458,3766,3591,sea,9010,817,1140,699,,,,,,
6338,04961278762552550,,1516,3690,4987,3549,4120,4760,4176,sea,1516,7960,2723,618,,,,,,
6339,04241194916596382,,1488,2246,3237,4778,4504,3611,3045,sea,1488,2246,1332,568,,,,,,
6340,04258618281321818,,4309,2448,4344,3955,3643,3636,4364,sea,8579,2448,3173,226,,,,,,
6341,04716837971631641,,1871,736,3075,3075,3075,4308,3751,sea,1871,736,2799,3810,,,,,,
6342,04852534631541944,,2363,2359,4246,3983,3921,4176,3838,sea,2363,2359,1683,1490,,,,,,
6343,04733679718698398,,76,2319,3726,4442,3317,4717,3418,sea,76,2319,802,3688,,,,,,
6344,04285866152692114,,2363,665,3422,4338,4758,3796,3607,sea,2363,665,2052,1479,,,,,,
6345,04385835491521941,,1371,2759,4701,3608,4426,4962,3349,sea,1371,2759,2760,3760,,,,,,
6346,04585486119839344,,2426,104,3745,4318,4867,4888,4776,sea,2426,104,1253,3958,,,,,,
6347,04775524957617166,,2363,2125,3165,4113,3082,3486,3338,sea,2363,2125,2866,1514,,,,,,
6348,04343557922982285,,4763,3826,4879,4764,3981,4984,4182,sea,9033,8096,2769,658,,,,,,
6349,04288786665925394,,4821,3478,4085,4764,3742,4962,3742,sea,9091,7748,2766,3656,,,,,,
6350,04947297121111528,,2235,1348,4170,3242,4957,4663,4726,sea,2235,1348,3433,743,,,,,,
6351,04127354375635317,,642,1975,4452,4754,3469,4258,4656,sea,642,1975,281,606,,,,,,
6352,04465427679629690,,2372,637,3526,3524,4957,3566,3124,sea,2372,637,3253,763,,,,,,
6353,04436258148668937,,3674,2265,4934,3776,4851,4314,4708,sea,7944,2265,136,2193,,,,,,
6354,04618412177287947,,4537,547,4397,3715,3744,4175,3436,sea,8807,547,2839,557,,,,,,
6355,04535883833143484,,2363,3412,3857,3122,4555,3680,3732,sea,2363,7682,78,1488,,,,,,
6356,04828344254794428,,456,330,3198,4330,4717,4580,4287,sea,456,330,2651,3810,,,,,,
6357,04382666753543547,,4660,1883,4399,4318,3730,3548,4138,sea,8930,1883,1261,744,,,,,,
6358,04189337872232470,,1128,2570,3229,4814,3678,4332,3246,sea,1128,2570,2639,225,,,,,,
6359,04262879178898872,,2640,2555,3103,4546,3020,3677,3092,sea,2640,2555,2539,246,,,,,,
6360,04163795487237389,,2363,2428,4022,4820,3414,4415,3593,sea,2363,2428,4241,1516,,,,,,
6361,04719851358958333,,456,4329,3374,3731,4584,4287,4962,sea,456,8599,2270,4157,,,,,,
6362,04295771879189533,,1673,1490,4443,3992,4695,4797,4923,sea,1673,1490,2837,212,,,,,,
6363,04751995846416946,,2097,2455,3946,4422,4098,3437,4424,sea,2097,2455,2739,3577,,,,,,
6364,04244749811321293,,2363,2054,3075,3075,3075,3103,3200,sea,2363,2054,2793,1494,,,,,,
6365,04528564185625582,,4726,4590,3435,3129,3711,4441,3436,sea,8996,8860,376,583,,,,,,
6366,04683388119339910,,449,2768,3798,3687,4486,3646,3490,sea,449,2768,2714,681,,,,,,
6367,04379665868458452,,2363,2063,4031,3103,3540,3437,4050,sea,2363,2063,2565,1507,,,,,,
6368,04858971275375896,,1249,1433,4305,3647,4840,4786,3686,sea,1249,1433,890,604,,,,,,
6369,04331164798458650,,409,2713,4071,3087,4040,4799,4458,sea,409,2713,985,570,,,,,,
6370,04328841195175316,,2149,1883,4399,4318,4277,4962,3349,sea,2149,1883,1228,3575,,,,,,
6371,04199892526116638,,2097,3880,4196,4571,4426,4717,4287,sea,2097,8150,2721,3604,,,,,,
6372,04247339624344168,,3111,1342,3665,4928,4929,3970,3111,sea,7381,1342,4265,1886,,,,,,
6373,04819447127997758,,3767,2430,4582,4825,3269,4702,3773,sea,8037,2430,3011,2028,,,,,,
6374,04532812182422622,,2916,4504,3240,4690,3254,4353,3096,sea,2916,8774,1343,652,,,,,,
6375,04373796127837551,,1072,4392,4093,4245,4097,3742,4966,sea,1072,8662,2061,4179,,,,,,
6376,04396918228388751,,1283,644,3179,4505,3008,3428,3349,sea,1283,644,3081,3564,,,,,,
6377,04363381295345460,,799,4399,4399,4318,3679,4181,3636,sea,799,8669,1273,250,,,,,,
6378,04821748972362520,,1371,2523,3469,3627,3912,3418,3828,sea,1371,2523,37,3486,,,,,,
6379,04365753145495966,,1283,948,4002,4142,3443,4580,3856,sea,1283,948,1693,3534,,,,,,
6380,04649897711741541,,256,2265,3442,3075,4500,4897,3321,sea,256,2265,137,643,,,,,,
6381,04825557214424119,,147,4354,4955,4165,4695,3211,3464,sea,147,8624,2177,217,,,,,,
6382,04387938648768768,,731,2915,3089,4986,3503,3723,4921,sea,731,2915,1004,1909,,,,,,
6383,04648846374844497,,2363,1410,3519,3519,4897,4770,4156,sea,2363,1410,2938,1471,,,,,,
6384,04935628667637442,,4293,2888,3318,3318,3618,4480,4708,sea,8563,2888,4270,2206,,,,,,
6385,04482599643143666,,386,1019,4351,4837,3440,4580,4966,sea,386,1019,1123,3669,,,,,,
6386,04435588244454990,,1770,2658,4269,4763,4046,4597,3110,sea,1770,2658,2079,691,,,,,,
6387,04348646813173675,,2924,4762,3237,4762,3267,3338,3164,sea,2924,9032,3220,764,,,,,,
6388,04133148127817776,,2097,872,3318,3318,3267,3437,4580,sea,2097,872,4270,3821,,,,,,
6389,04761154256296525,,2278,657,4357,4357,4366,4666,3414,sea,2278,657,184,1942,,,,,,
6390,04299924979719360,,3769,1109,4915,4697,4097,3428,3418,sea,8039,1109,198,3968,,,,,,
6391,04645465288748566,,614,313,4615,4130,3619,3967,4746,sea,614,313,1577,244,,,,,,
6392,04162381276886510,,386,4517,4436,4436,4977,4455,3295,sea,386,8787,2925,3716,,,,,,
6393,04775486667827139,,3742,2861,3750,3883,3496,3428,4455,sea,8012,2861,3199,4022,,,,,,
6394,04975478839299460,,2852,4156,3608,3270,4635,4888,3437,sea,2852,8426,2771,3700,,,,,,
6395,04819516133513334,,1038,2448,3252,3955,3483,4187,4301,sea,1038,2448,3148,663,,,,,,
6396,04321177155275824,,2277,119,4085,3594,4426,3428,3349,sea,2277,119,2717,3852,,,,,,
6397,04686299567327534,,2363,836,4370,4789,3443,4049,3957,sea,2363,836,4227,1462,,,,,,
6398,04925988362262268,,859,2136,3802,3072,4717,4962,4776,sea,859,2136,71,3715,,,,,,
6399,04656281264234795,,1371,4789,4675,4789,3443,4308,3751,sea,1371,9059,4236,3708,,,,,,
6400,04698618355785823,,557,1428,3662,4595,4437,4621,4321,sea,557,1428,2094,759,,,,,,
6401,04493276227667447,,3375,1199,3814,4767,4293,3825,4480,sea,7645,1199,2491,2217,,,,,,
6402,04562133698288320,,2363,1348,3526,4062,4165,3372,4026,sea,2363,1348,3240,1459,,,,,,
6403,04467837955315885,,3507,490,3118,4056,3981,3741,3101,sea,7777,490,59,663,,,,,,
6404,04654964676536634,,2363,1980,4324,4029,4984,3099,4946,sea,2363,1980,2172,1485,,,,,,
6405,04698369754444964,,1573,1990,4195,4435,3635,3640,3333,sea,1573,1990,1536,792,,,,,,
6406,04488849494224514,,3014,3263,3263,3263,3218,4971,4010,sea,7284,7533,2816,261,,,,,,
6407,04159696728288856,,2363,3253,4357,4142,4357,3504,3615,sea,2363,7523,182,1511,,,,,,
6408,04959779118638614,,3742,672,3491,3491,3558,4580,4424,sea,8012,672,2166,4049,,,,,,
6409,04358212691731329,,45,644,3271,3271,4783,3111,3128,sea,45,644,3072,2032,,,,,,
6410,04566241673373216,,1752,2876,3694,4067,4376,4580,4776,sea,1752,2876,2492,4164,,,,,,
6411,04128244846336432,,1038,1132,3102,4716,4769,3308,3425,sea,1038,1132,18,667,,,,,,
6412,04346479278488655,,942,751,3491,3491,4097,4287,3437,sea,942,751,2166,4010,,,,,,
6413,04137728959179530,,2363,1111,4443,4443,4384,3294,3576,sea,2363,1111,2838,1510,,,,,,
6414,04785456621431174,,3825,4524,3284,3284,3226,4480,4981,sea,8095,8794,2948,2202,,,,,,
6415,04961545522252440,,2607,2074,4170,3345,4448,4255,3640,sea,2607,2074,3360,590,,,,,,
6416,04542781722582423,,3375,2596,3789,3536,3238,3408,3408,sea,7645,2596,1559,2189,,,,,,
6417,04623877774224863,,4592,2816,3641,3513,4836,4813,4847,sea,8862,2816,2140,624,,,,,,
6418,04695839943593474,,4480,2517,4683,4030,4464,3825,4155,sea,8750,2517,2610,2198,,,,,,
6419,04761629197777230,,465,794,4216,4113,3165,4040,4440,sea,465,794,2847,750,,,,,,
6420,04785392812432349,,3823,3643,3104,4375,4691,4684,4813,sea,8093,7913,4252,603,,,,,,
6421,04238251869829731,,4202,1351,4617,3549,3038,4695,3246,sea,8472,1351,2536,253,,,,,,
6422,04383598591751527,,4159,4025,4025,4960,4025,4455,3418,sea,8429,8295,279,3522,,,,,,
6423,04849744675635462,,2108,3210,4517,3519,4222,3611,4658,sea,2108,7480,2912,758,,,,,,
6424,04629894914114116,,2363,2699,3551,4282,3623,4818,4087,sea,2363,2699,271,1464,,,,,,
6425,04975694437177454,,2380,162,4675,4789,3443,4424,3742,sea,2380,162,4212,3518,,,,,,
6426,04797763283883322,,2849,1556,4103,3866,3618,3408,4155,sea,2849,1556,2243,2204,,,,,,
6427,04732753555575515,,470,2621,3503,4583,3503,4558,3071,sea,470,2621,1025,780,,,,,,
6428,04386872732252461,,2076,948,4192,3764,4132,4086,4586,sea,2076,948,1693,212,,,,,,
6429,04295746119469522,,2363,28,3189,3348,4209,4561,4103,sea,2363,28,1665,1471,,,,,,
6430,04263548511961717,,4658,4517,4436,3519,3467,3252,3703,sea,8928,8787,2892,691,,,,,,
6431,04147797849729824,,3639,1497,4233,4583,3729,4425,4847,sea,7909,1497,1013,753,,,,,,
6432,04497895345335616,,2363,441,4603,3381,4437,4115,3105,sea,2363,441,2091,1492,,,,,,
6433,04154466938598190,,3774,4025,4025,4376,4025,4999,4646,sea,8044,8295,279,785,,,,,,
6434,04569631963333940,,2363,2265,3918,3098,4422,4323,4372,sea,2363,2265,104,1451,,,,,,
6435,04496263473883612,,1504,4907,4305,4907,4061,4971,4281,sea,1504,9177,890,228,,,,,,
6436,04112488494634963,,2686,3226,3284,3226,3284,3741,4144,sea,2686,7496,2948,619,,,,,,
6437,04489485225825361,,1772,2512,3869,4632,3137,4229,3111,sea,1772,2512,1296,1941,,,,,,
6438,04228555821971517,,4684,215,3818,3866,4913,3475,3543,sea,8954,215,2231,676,,,,,,
6439,04888721777177716,,1354,2448,3005,3955,4109,3537,4353,sea,1354,2448,3163,553,,,,,,
6440,04919621783713351,,2301,1511,4037,3759,3607,3025,3404,sea,2301,1511,2363,634,,,,,,
6441,04151424724144566,,3017,2074,3345,4062,3526,3067,3520,sea,7287,2074,3335,565,,,,,,
6442,04642957394934245,,774,1435,3641,3972,4287,4455,4580,sea,774,1435,2161,3901,,,,,,
6443,04257394145935544,,1646,715,4350,3129,3566,3482,4932,sea,1646,715,326,587,,,,,,
6444,04731746846426291,,2786,948,4730,4992,3766,4424,3297,sea,2786,948,1693,3899,,,,,,
6445,04768638315945959,,2363,512,4958,3272,3271,3653,4482,sea,2363,512,2371,1519,,,,,,
6446,04688591213823932,,2363,1410,3519,3519,4258,3846,3602,sea,2363,1410,2898,1504,,,,,,
6447,04939454875985619,,1634,2448,4436,3955,3731,3591,3591,sea,1634,2448,3138,704,,,,,,
6448,04683691261311919,,2852,1799,4214,3391,4214,3418,4536,sea,2852,1799,527,4092,,,,,,
6449,04551348215475174,,4536,1351,4617,3339,4097,4424,3295,sea,8806,1351,2536,3649,,,,,,
6450,04981473472592214,,1219,239,3814,3359,4097,4888,3054,sea,1219,239,2496,3480,,,,,,
6451,04827477873363858,,2156,1361,3126,3397,4712,3418,4580,sea,2156,1361,1833,3480,,,,,,
6452,04871361826936170,,3730,3503,3089,4986,3729,3642,3580,sea,8000,7773,1011,656,,,,,,
6453,04256844741781645,,365,1314,4037,3272,3895,4360,4357,sea,365,1314,2357,183,,,,,,
6454,04985674874984492,,3424,657,4360,3253,4769,3580,4735,sea,7694,657,183,783,,,,,,
6455,04958892681771142,,1078,748,4599,4111,3777,4229,3773,sea,1078,748,2763,1887,,,,,,
6456,04341358562212563,,1832,3582,4456,3582,3215,3601,4965,sea,1832,7852,186,600,,,,,,
6457,04264277556866716,,2363,979,4216,4113,3013,4378,3118,sea,2363,979,2863,1499,,,,,,
6458,04589654378938436,,2380,1200,4915,4113,4780,4287,3828,sea,2380,1200,2861,3779,,,,,,
6459,04471567777817184,,896,3035,3286,3427,3035,3825,3419,sea,896,7305,3059,2201,,,,,,
6460,04175432247367119,,1219,669,3915,4664,4635,3428,3349,sea,1219,669,1168,4004,,,,,,
6461,04964741361871928,,633,1536,3665,3665,4929,3784,4458,sea,633,1536,4267,746,,,,,,
6462,04892221226146858,,4193,2244,3814,4645,3317,4580,3446,sea,8463,2244,2493,3702,,,,,,
6463,04843352897877469,,3477,611,4128,4128,4918,4691,3589,sea,7747,611,1743,745,,,,,,
6464,04834539415795463,,2363,35,3760,4027,4272,4675,3098,sea,2363,35,3201,1460,,,,,,
6465,04654274416526192,,2363,1044,3601,3830,3830,4244,4273,sea,2363,1044,2167,1487,,,,,,
6466,04689944786766226,,3748,2195,3057,3214,4334,4323,3300,sea,8018,2195,2601,731,,,,,,
6467,04631931193833644,,45,588,4514,4761,4835,4835,4634,sea,45,588,1133,1900,,,,,,
6468,04136824767867711,,3674,3910,3177,4673,4314,3825,4155,sea,7944,8180,2737,2178,,,,,,
6469,04245368134674511,,3079,657,3441,4357,4357,3578,4176,sea,7349,657,183,708,,,,,,
6470,04447396575215624,,2363,2357,4212,3305,3158,3412,3951,sea,2363,2357,1622,1454,,,,,,
6471,04783895431171948,,4388,3942,3250,3890,3592,3723,4921,sea,8658,8212,399,1880,,,,,,
6472,04555424367837896,,2363,124,3857,3802,3532,3915,3778,sea,2363,124,80,1485,,,,,,
6473,04344728997947618,,1072,1071,3004,3397,3297,3446,3349,sea,1072,1071,1749,3991,,,,,,
6474,04455566998448490,,4714,199,3471,3787,3799,4018,3588,sea,8984,199,2754,692,,,,,,
6475,04182973721931445,,4388,788,3983,3983,3450,3133,4829,sea,8658,788,1685,1987,,,,,,
6476,04237845898218645,,3958,2448,3289,3955,4395,4558,3958,sea,8228,2448,3175,789,,,,,,
6477,04683744396396273,,2729,1508,4452,4090,4006,4621,3601,sea,2729,1508,284,720,,,,,,
6478,04933755928298721,,2149,104,4399,4318,4776,4888,4776,sea,2149,104,1231,3770,,,,,,
6479,04851754625355390,,2786,736,3075,3075,4287,4424,4962,sea,2786,736,2800,4070,,,,,,
6480,04276741735555920,,466,3035,4304,3671,3275,3186,3850,sea,466,7305,3061,710,,,,,,
6481,04266659112412458,,385,2588,4452,4956,4866,3677,4143,sea,385,2588,287,235,,,,,,
6482,04743761894454329,,2628,2221,4645,4645,4483,4704,4847,sea,2628,2221,2496,660,,,,,,
6483,04638712998638114,,3769,2448,4998,3955,4473,4455,3828,sea,8039,2448,3178,4149,,,,,,
6484,04178352237827614,,4581,1970,3240,4891,4244,4919,4708,sea,8851,1970,1352,2215,,,,,,
6485,04549963712472799,,2436,1883,4399,4318,4635,4536,3054,sea,2436,1883,1258,3997,,,,,,
6486,04661663784384327,,2628,282,3478,3764,3080,3025,3913,sea,2628,282,2773,661,,,,,,
6487,04446479856196650,,2520,2218,4558,3316,4660,3224,4688,sea,2520,2218,1413,629,,,,,,
6488,04897694134744211,,488,3035,3801,3705,4366,4360,4357,sea,488,7305,3054,184,,,,,,
6489,04383734757547652,,2641,4742,4710,3728,3783,3579,3375,sea,2641,9012,2746,2180,,,,,,
6490,04532212411871151,,799,2828,4429,3313,3445,4086,4923,sea,799,2828,203,218,,,,,,
6491,04472747596996188,,3169,664,4946,4946,4950,4086,3501,sea,7439,664,2744,251,,,,,,
6492,04985993461491961,,76,4290,3942,3890,3592,4159,3418,sea,76,8560,292,4072,,,,,,
6493,04215765587597432,,2363,416,3374,3731,4584,3319,4208,sea,2363,416,2294,1496,,,,,,
6494,04437267625125190,,1628,3429,4687,4056,3308,3862,4795,sea,1628,7699,78,581,,,,,,
6495,04342379331451159,,998,945,4113,4216,4122,4803,3078,sea,998,945,2859,661,,,,,,
6496,04956339642652932,,2363,2484,3905,4200,3989,3026,4198,sea,2363,2484,2724,1518,,,,,,
6497,04716124736186455,,4536,55,4761,4721,3088,4287,3437,sea,8806,55,1204,3866,,,,,,
6498,04857543214584471,,3667,2265,4773,3807,4388,3970,4232,sea,7937,2265,88,1936,,,,,,
6499,04349842555955190,,1723,2446,4034,3647,4907,4294,3766,sea,1723,2446,892,634,,,,,,
6500,04451515737327446,,1956,2687,3072,4654,3412,4006,4656,sea,1956,2687,59,610,,,,,,
6501,04319282312432479,,675,2555,4748,3197,4546,4332,4153,sea,675,2555,2550,232,,,,,,
6502,04432998981521832,,2411,570,4767,3143,3359,4969,4632,sea,2411,570,2494,250,,,,,,
6503,04433594859699765,,2363,4762,4871,4762,4762,4509,4657,sea,2363,9032,3213,1517,,,,,,
6504,04524684618318950,,4931,1685,3503,4986,3503,3352,4574,sea,9201,1685,1008,776,,,,,,
6505,04694474447747575,,2363,1097,4083,3247,4060,4828,4336,sea,2363,1097,2638,1469,,,,,,
6506,04115982431911485,,1209,3503,3577,4986,3503,4635,3297,sea,1209,7773,1013,3563,,,,,,
6507,04978716119449516,,2344,205,3666,4770,4145,4635,4536,sea,2344,205,3192,3878,,,,,,
6508,04646385175645619,,3375,238,4971,4101,3035,4314,3419,sea,7645,238,3056,2197,,,,,,
6509,04735116347927744,,1646,2009,3608,4150,3199,3591,4621,sea,1646,2009,2715,664,,,,,,
6510,04454187269719463,,1752,2244,3143,3386,4426,3418,3856,sea,1752,2244,2492,3651,,,,,,
6511,04333238413763486,,1439,3407,3407,3002,3436,3889,3046,sea,1439,7677,3051,766,,,,,,
6512,04148535359749166,,3769,730,3444,4491,4206,4536,4580,sea,8039,730,855,3542,,,,,,
6513,04729714855725945,,3437,4738,3633,3314,4048,3446,4580,sea,7707,9008,2373,3880,,,,,,
6514,04351458375325232,,233,1799,4757,3391,3579,4480,3375,sea,233,1799,517,2214,,,,,,
6515,04536378316386711,,85,2805,4885,4174,3254,4857,3043,sea,85,2805,186,562,,,,,,
6516,04846217766946578,,666,736,3075,3075,3075,3742,3828,sea,666,736,2799,3568,,,,,,
6517,04649154386926162,,3591,1447,4302,4170,4234,3188,4368,sea,7861,1447,2095,625,,,,,,
6518,04889788846446721,,2477,320,3165,4113,3327,4799,3943,sea,2477,320,2871,587,,,,,,
6519,04557377516326490,,1046,4049,4049,3649,4988,4797,4304,sea,1046,8319,1174,251,,,,,,
6520,04878278159199956,,4648,2266,3905,4625,4118,4149,3215,sea,8918,2266,2757,692,,,,,,
6521,04551515228278836,,2093,1132,3852,3502,3218,4857,3958,sea,2093,1132,9,757,,,,,,
6522,04577252365795397,,3141,2211,3018,3984,3667,4702,4921,sea,7411,2211,1388,1952,,,,,,
6523,04892756318578717,,4193,2130,3788,4856,3428,3644,3437,sea,8463,2130,2732,4028,,,,,,
6524,04127673244734662,,4580,2448,3488,3955,3297,3742,4287,sea,8850,2448,3155,3639,,,,,,
6525,04155783254824345,,3437,4517,3519,4436,4977,4426,3742,sea,7707,8787,2941,3694,,,,,,
6526,04981353619159350,,1094,801,3939,3447,3005,3025,3323,sea,1094,801,2597,565,,,,,,
6527,04664519932472361,,2819,101,3407,4028,4888,4287,4424,sea,2819,101,3052,3924,,,,,,
6528,04848579284454873,,701,4700,3135,4519,4051,3327,4622,sea,701,8970,2653,739,,,,,,
6529,04122714377337568,,1672,2448,4878,3955,3153,4360,3253,sea,1672,2448,3182,181,,,,,,
6530,04916286726346244,,3020,2583,4855,4170,4855,3501,3561,sea,7290,2583,1223,251,,,,,,
6531,04469284981281741,,2363,215,3866,3048,4913,3075,3166,sea,2363,215,2242,1450,,,,,,
6532,04784288171261878,,2363,2218,4226,4859,3730,4534,3935,sea,2363,2218,1413,1496,,,,,,
6533,04566863425155644,,2380,2904,3077,4607,3573,4962,3418,sea,2380,2904,2601,3923,,,,,,
6534,04836935572912756,,4706,3546,3542,4826,4464,4695,4281,sea,8976,7816,2619,239,,,,,,
6535,04516785513853575,,3828,626,3694,3359,3428,4536,3446,sea,8098,626,2493,3835,,,,,,
6536,04619331371921732,,1673,3035,3866,4422,3035,3581,4902,sea,1673,7305,3056,221,,,,,,
6537,04944663295865339,,1298,789,4324,3896,4776,4832,4424,sea,1298,789,2743,3947,,,,,,
6538,04749181759429424,,1298,817,3654,3623,4426,4580,3054,sea,1298,817,1159,3895,,,,,,
6539,04886832492232221,,1562,3035,4211,3668,4984,4187,3741,sea,1562,7305,3053,641,,,,,,
6540,04376121524134120,,2436,2448,3586,3955,3743,4888,4287,sea,2436,2448,3142,3648,,,,,,
6541,04465194453713271,,3537,1300,3866,3818,4913,4786,4236,sea,7807,1300,2238,779,,,,,,
6542,04884489171771353,,319,2448,3794,3955,4019,3993,4231,sea,319,2448,3168,249,,,,,,
6543,04417263464184486,,1219,314,3796,4127,4864,4308,4962,sea,1219,314,3120,3819,,,,,,
6544,04721174117587915,,1144,4417,3115,3109,3723,4890,4535,sea,1144,8687,796,1930,,,,,,
6545,04876772995695563,,1723,1335,3112,4416,3251,4176,3378,sea,1723,1335,1404,747,,,,,,
6546,04165812337487669,,4061,3814,4767,3359,3987,3130,3464,sea,8331,8084,2491,257,,,,,,
6547,04232932554564965,,4766,2244,4067,4767,4265,3640,3924,sea,9036,2244,2495,626,,,,,,
6548,04212292746336784,,1871,816,3265,3953,3265,4888,3446,sea,1871,816,1130,4066,,,,,,
6549,04495791398468559,,2363,3651,3451,4042,3648,3185,4891,sea,2363,7921,47,1458,,,,,,
6550,04596875758738938,,1298,2448,4585,3955,4425,4888,4776,sea,1298,2448,3177,3573,,,,,,
6551,04848625116726752,,2866,2774,4913,3818,4913,4962,4536,sea,2866,2774,2230,3485,,,,,,
6552,04188484124654915,,3295,1481,4170,4062,3573,3644,4536,sea,7565,1481,3272,4129,,,,,,
6553,04157378844434660,,2077,342,4669,4116,3020,4061,3211,sea,2077,342,2719,256,,,,,,
6554,04165272644574399,,4503,853,4905,3511,4736,3967,3967,sea,8773,853,2636,244,,,,,,
6555,04614768743573223,,4193,3207,4397,4443,4635,4287,4966,sea,8463,7477,2840,3940,,,,,,
6556,04973183223333713,,4542,940,3499,3087,3190,4234,4741,sea,8812,940,991,686,,,,,,
6557,04894286475355459,,1209,2854,4071,3087,4424,4455,3856,sea,1209,2854,989,3827,,,,,,
6558,04855269748168513,,4536,2203,4990,3197,4639,4159,3437,sea,8806,2203,2544,3995,,,,,,
6559,04562493585525557,,3377,2798,3345,4170,3218,4408,3598,sea,7647,2798,3310,638,,,,,,
6560,04491321197247556,,2363,1683,3118,3802,3153,3411,4469,sea,2363,1683,71,1486,,,,,,
6561,04352937944444332,,942,3503,3577,4583,3729,3446,3418,sea,942,7773,1004,3959,,,,,,
