Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
2520,5520,Bialla,"Pier, Jetty or Wharf",Small,,321 1400,321 2440,,,www.pngports.com.pg
2521,5521,Buka,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2522,5522,Daru,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2523,5523,Kavieng,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2524,5524,Kieta,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2525,5525,Kimbe,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2526,5526,Kumul Marine Terminal,Off-Shore Terminal,Very Small,,675 211088,675 211102,,,
2527,5527,Lae,Seaport,Medium,PGLAE,321 1400,321 2440,,,www.pngports.com.pg
2528,5528,Lorengau,,,,,,,,
2529,5529,Madang,Seaport,Medium,PGMAG,321 1400,321 2440,,,www.pngports.com.pg
2530,5530,Oro Bay,,,,,,,,
2531,5531,Port Moresby,Seaport,Medium,PGPOM,321 1400,321 2440,,,www.pngports.com.pg
2532,5532,Rabaul,"Pier, Jetty or Wharf",Very Small,PGRAB,321 1400,321 2440,,,www.pngports.com.pg
2533,5533,Samarai,"Pier, Jetty or Wharf",Very Small,,321 1400,321 2440,,,www.pngports.com.pg
2534,5534,Vanimo,"Pier, Jetty or Wharf",Small,,321 1400,321 2440,,,www.pngports.com.pg
2535,5535,Wewak,"Pier, Jetty or Wharf",Small,,321 1400,321 2440,,,www.pngports.com.pg
2536,5536,Asuncion,River Port,Small,PYASU,(595)(21) 495-086,(595)(21) 495-086,,,www.annp.gov.py
2537,5537,Ancon,,,,,,,,
2538,5538,Atico,,,PEATI,,,,,
2539,5539,Bayovar,Off-Shore Terminal,Very Small,,,,,,www.ultramarnetwork.com/TextosPeru/Marc-016.html
2540,5540,Cabo Blanco,,,,,,,,
2541,5541,Callao,Seaport,Large,PECLL,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2542,5542,Cerro Azul,,,,,,,,
2543,5543,Chancay,,,,,,,,
2544,5544,Chimbote,River Port,Very Small,PECHM,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2545,5545,Coishco,,,,,,,,
2546,5546,Conchan,,,,,,,,
2547,5547,Eten,,,,,,,,
2548,5548,General San Martin,"Pier, Jetty or Wharf",Very Small,PEGSM,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2549,5549,Huacho,"Pier, Jetty or Wharf",Very Small,PEHCO,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2550,5550,Ilo,"Pier, Jetty or Wharf",Very Small,PEILQ,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2551,5551,Iquitos,River Port,Medium,PEIQT,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2552,5552,La Pampilla,,,,,,,,
2553,5553,Lobitos,,,PELOB,,,,,
2554,5554,Matarani,Harbor,Small,PEMRI,,,,,www.ultramarnetwork.com/TextosPeru/Marc-024.html
2555,5555,Pacasmayo,,,PEPAC,,,,,
2556,5556,Paita,"Pier, Jetty or Wharf",Small,PEPAI,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2557,5557,Paramonga,,,,,,,,
2558,5558,Pimentel,,,,,,,,
2559,5559,Puerto Chicama,,,PEPCH,,,,,
2560,5560,Salaverry,Harbor,Small,PESVY,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2561,5561,Samanco,,,,,,,,
2562,5562,San Juan,,,PRSJU,,,,,
2563,5563,San Nicolas,River Port,Small,PESNX,,,,,www.ultramarnetwork.com/TextosPeru/Marc-023.html
2564,5564,Supe,"Pier, Jetty or Wharf",Very Small,PESUP,51 1 429-9210,51 1 469-1010,,,www.enapu.com.pe
2565,5565,Talara,Harbor,Small,PETYL,,,,,www.ultramarnetwork.com/TextosPeru/Marc-014.html
2566,5566,Tierra Colorada,,,,,,,,
2567,5567,Amunitan/Aparri,,,,,,,,
2568,5568,Aparri,,,,,,,,
2569,5569,Atimonan,,,,,,,,
2570,5570,Bacolod,,,,,,,,
2571,5571,Bacolod,,,,,,,,
2572,5572,Basco,,,,,,,,
2573,5573,Basilan City,,,,,,,,
2574,5574,Bataan,,,,,,,,
2575,5575,Batangas,,,,,,,,
2576,5576,Bislig,,,,,,,,
2577,5577,Bugo,Seaport,Small,,,,,,
2578,5578,Cadiz,,,ESCAD,,,,,
2579,5579,Cagayan De Oro,,,,,,,,
2580,5580,Cagayan De Oro,,,,,,,,
2581,5581,Calaca,,,,,,,,
2582,5582,Cebu City,Seaport,Medium,,,,,,
2583,5583,Claveria,,,,,,,,
2584,5584,Currimao,"Pier, Jetty or Wharf",Very Small,,072 700-2989,072 700-25-62,,ppasf@digitelone.com,www.ppa.com.ph
2585,5585,Davao,,,,,,,,
2586,5586,Davao,,,,,,,,
2587,5587,Dumaguete,"Pier, Jetty or Wharf",Small,,035 225-0973,035 225-0924,,ppadgte@philwebinc.com,www.ppa.com.ph
2588,5588,General Santos,"Pier, Jetty or Wharf",Small,PHGES,083 552-4484,083 552-4446,,ppa_gensan@yahoo.com,www.ppa.com.ph
2589,5589,Gingoog,,,,,,,,
2590,5590,Hondagua/Siain,,,,,,,,
2591,5591,Iligan,,,,,,,,
2592,5592,Iloilo,,,,,,,,
2593,5593,Isabel,,,,,,,,
2594,5594,Jolo,,,,,,,,
2595,5595,Jordan,,,,,,,,
2596,5596,Jose Panganiban,,,,,,,,
2597,5597,Laoag,,,,,,,,
2598,5598,Limay/Bataan,,,,,,,,
2599,5599,Manila,Seaport,Very Large,PHMNL,527-44-14,527-44-14,,ppa_manila@ppa.com.ph,www.ppa.com.ph
2600,5600,Mariveles,,,,,,,,
2601,5601,Masao,,,,,,,,
2602,5602,Masinloc,,,,,,,,
2603,5603,Nasipit Port,,,,,,,,
2604,5604,Olongapo,,,,,,,,
2605,5605,Ozamis,,,,,,,,
2606,5606,Pagbilao,,,,,,,,
2607,5607,Polloc,,,,,,,,
2608,5608,Poro/San Fernando,,,,,,,,
2609,5609,Port Irene,,,,,,,,
2610,5610,Puerto Princesa,,,,,,,,
2611,5611,Pulupandan,"Pier, Jetty or Wharf",Small,,034 435-0415,034 435-0415,,LdelaRosa@ppa.com.ph,www.ppa.com.ph
2612,5612,Quezon,,,,,,,,
2613,5613,Rio Tuba,,,,,,,,
2614,5614,San Carlos,,,,,,,,
2615,5615,San Fernando,,,TTSFE,,,,,
2616,5616,Sangi/Cebu,,,,,,,,
2617,5617,Santa Maria,,,,,,,,
2618,5618,Suba-Nipa,,,,,,,,
2619,5619,Subic Bay,Seaport,Medium,PHSFS,6347 252-4693,6347 252-4241,,,www.sbma.com
2620,5620,Surigao,,,,,,,,
2621,5621,Tabaco/Legaspi,,,,,,,,
2622,5622,Tacloban,,,,,,,,
2623,5623,Tagaloan,,,,,,,,
2624,5624,Tagbilaran,,,,,,,,
2625,5625,Tagoloan,"Pier, Jetty or Wharf",Very Small,,035 225-0973,035 225-0924,,ppadgte@philwebinc.com,www.ppa.com.ph
2626,5626,Tanauan,,,,,,,,
2627,5627,Tandoc,,,,,,,,
2628,5628,Villanueva,,,,,,,,
2629,5629,Zamboanga,"Pier, Jetty or Wharf",Small,PHZAM,062 991-2360,062 991-2360,,ppazambo@pldtdsl.net,www.ppa.com.ph
2630,5630,Darlowo,,,,,,,,
2631,5631,Elblag,,,,,,,,
2632,5632,Gdansk,Seaport,Large,PLGDN,+48 58 737 91 00,+48 58 737 94 85,,info@portgdansk.pl,www.portgdansk.pl
2633,5633,Gdynia,Seaport,Large,PLGDY,+48 58 627 40 02,+48 58 620 31 91,,,www.port.gdynia.pl
2634,5634,Hel,,,,,,,,
2635,5635,Kolobrzeg,,,,,,,,
2636,5636,Police,,,,,,,,
2637,5637,Poznan,,,,,,,,
2638,5638,Swinoujscie,Seaport,Medium,PLSWI,+48 (91) 32 77 331,+48 (91) 32 15 292,,phs@phs.com.pl,www.phs.com.pl
2639,5639,Szczecin,Seaport,Medium,PLSZZ,48 91 43 08 220,48 91 46 23 412,,d.rutkowski@port.szczecin.pl,www.port.szczecin.pl
2640,5640,Ustka,Harbor,Small,,48 59 144430,48 59 146204,,,www.polfracht.pl/polfracht/psal/localinf/ust/portust.htm
2641,5641,Warszawa,,,,,,,,
2642,5642,Wladyslawowo,Harbor,Small,,(48) +58 6740585,(48) +58 6741294,,,www.polfracht.pl/polfracht/psal/localinf/wlad/portwlad.htm
2643,5643,Angra do Heroismo,,,PTADH,,,,,
2644,5644,Aveiro,Seaport,Medium,,351 23 439 3339,351 23 439 3399,,geral@portodeaveiro.pt,www.portodeaveiro.pt
2645,5645,Barcelos,,,,,,,,
2646,5646,Figueira Da Foz,Seaport,Medium,,351 23 340 2910,351 23 340 2920,,iptm.sec@mail.telepac.pt,
2647,5647,Funchal,,,,,,,,
2648,5648,Lagos,,,NGLOS,,,,,
2649,5649,Leixoes,Seaport,Medium,PTLEI,(351) 22 999 0700,(351) 22 995 5062,,correio@apdl.pt,www.apdl.pt
2650,5650,Lisboa,Seaport,Medium,PTLIS,351 21 3922003,,,admin.junqueira@portodelisboa.pt,www.portodelisboa.com
2651,5651,Portalegre,,,,,,,,
2652,5652,Portimao,,,,,,,,
2653,5653,Porto,Seaport,Small,PTOPO,(351) 22 999 0700,(351) 22 995 5062,,correio@apdl.pt,www.apdl.pt
2654,5654,Porto da Povoa de Varzim,,,,,,,,
2655,5655,Porto de Vila do Conde,,,,,,,,
2656,5656,Porto Santo,,,,,,,,
2657,5657,Praia da Vitoria,,,PTPRV,,,,,
2658,5658,Setubal,Seaport,Medium,PTSET,351 265 542000,351 265 230992,,geral@portodesetubal.pt,www.portodesetubal.pt
2659,5659,Sevilla,,,ESSVQ,,,,,
2660,5660,Sines,Seaport,Small,PTSIE,351 269 860 600,351 269 860 690,,geral@portodesines.pt,www.portodesines.pt
2661,5661,Viana do Castelo,Seaport,Small,PTVDC,351 258 359500,351 258 359535,,ipn@ipnorte.pt,www.ipnorte.pt
2662,5662,Vila Real,,,,,,,,
2663,5663,Vila Real de Santo Antonio,,,,,,,,
2664,5664,Aguadilla,,,PRBQN,,,,,
2665,5665,Arecibo,"Pier, Jetty or Wharf",Very Small,,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2666,5666,Fajardo,Harbor,Small,,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2667,5667,Guanica,Harbor,Small,,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2668,5668,Guayanilla,Seaport,Small,,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2669,5669,Jobos Bay,,,,,,,,
2670,5670,Las Mareas,,,,,,,,
2671,5671,Mayaguez,Seaport,Small,PRMAZ,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2672,5672,Ponce,Harbor,Small,PRPSE,787-765-2900,787-763-4315,,info@portoftheamericas.com,www.puertodelasamericaspr.com
2673,5673,San Juan,Seaport,Medium,PRSJU,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2674,5674,Yabucoa,Seaport,Small,,787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr
2675,5675,Al Rayyan Marine Terminal,,,,,,,,
2676,5676,Doha,Seaport,Medium,QADOH,974 445 7457,974 441 3563,,harbourdohaport@qatar.net.qa,
2677,5677,Hamad,,,,,,,,
2678,5678,Mesaieed,,,QAMES,,,,,
2679,5679,Ras Laffan,Seaport,Medium,,974 440 2517,974 440 2498,,marketing@qp.com.qa,www.qp.com.qa
2680,5680,Umm Said,,,,,,,,
2681,5681,Djeno,,,,,,,,
2682,5682,N'Kossa Terminal,Off-Shore Terminal,Very Small,,,,,,
2683,5683,Pointe Noire,Harbor,Small,CGPNR,242 940052,242 942042,,,
2684,5684,Yombo,,,,,,,,
2685,5685,Le Port,,,RELPT,,,,,
2686,5686,Pointe des Galets,,,,,,,,
2687,5687,Basarabi,River Port,Small,,40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro
2688,5688,Braila,River Port,Small,ROBRA,40 339 103750,40 339 103750,,braila@apdm.galati.ro,apdm.galati.ro
2689,5689,Calafat,Ferry,Small,,,,,,www.apdf.ro
2690,5690,Calarasi,River Port,Small,,0242 317 712,0242 316 891,,apdf_calarasi@yahoo.com,www.apdf.ro
2691,5691,Cernavoda,River Port,Small,,,,,,www.apdf.ro
2692,5692,Chilia,,,,,,,,
2693,5693,Constanta,,,ROCND,,,,,
2694,5694,Danube - Black Sea Canal,,,,,,,,
2695,5695,Danube River,,,,,,,,
2696,5696,Drencova,,,,,,,,
2697,5697,Drobeta Turnu Severin,River Port,Small,,0252 311 459,0252 317 019,,apdf@apdf.intelsev.ro,www.apdf.ro
2698,5698,Giurgiu,River Port,Small,,0246 213 003,021 311 05 21,,cnapdf@xnet.ro,www.apdf.ro
2699,5699,Harsova,,,,,,,,
2700,5700,Isaccea,,,,,,,,
2701,5701,Macin,,,,,,,,
2702,5702,Mahmudia,,,,,,,,
2703,5703,Mangalia,,,ROMAG,,,,,
2704,5704,Medgidia,River Port,Small,,40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro
2705,5705,Midia Navodari,,,,,,,,
2706,5706,Moldova Noua,,,,,,,,
2707,5707,Oltenitza,,,,,,,,
2708,5708,Orsova,River Port,Small,,40 252 117459,40 213 110521,,apdf@intelsev.ro,www.apdf.ro
2709,5709,Sulina,,,,,,,,
2710,5710,Tulcea,River Port,Small,,40 240 517283,40 240 517342,,tulcea@apdm.galati.ro,apdm.galati.ro
2711,5711,Turcoaia,,,,,,,,
2712,5712,Turnu Magurele,,,,,,,,
2713,5713,Zimnicea,,,,,,,,
2714,5714,Alexandrovsk,,,,,,,,
2715,5715,Amderma,Seaport,Small,,,,,,
2716,5716,Anadyr,Seaport,Small,,7 427 222 0460,7 427 222 6231,,morport@chukotnet.ru,morport.chukotnet.ru
2717,5717,Anapa,Harbor,Small,,7 861 334 5973,7 861 334 5964,,,
2718,5718,Archangel,,,,,,,,
2719,5719,Arkhangelsk,Seaport,Large,RUARH,+7 8182 65 77 24,+7 8182 21 05 80,,port@ascp.ru,www.ascp.ru
2720,5720,Astrakhan,River Port,Medium,,,,,rmp@astranet.ru,
2721,5721,Azov,River Port,Small,,86342 31020,,,marketing@azovseaport.ru,www.azovseaport.ru
2722,5722,Baltyisk,,,,,,,,
2723,5723,Beringovsky,,,,,,,,
2724,5724,De Kastri,,,,,,,,
2725,5725,Dikson,Harbor,Small,,,,,,
2726,5726,Dudinka,River Port,Small,,7 391 115 6545,7 391 112 5874,,,
2727,5727,Egvekinot,,,,,,,,
2728,5728,Ekonomiya,,,,,,,,
2729,5729,Hatanga,River Port,Small,,,,,,
2730,5730,Igarka,Seaport,Small,,,,,,
2731,5731,Kaliningrad,Seaport,Large,RUKGD,7 0112 44 43 06,7 0112 44 45 22,,scport@ray.ru,www.transmarine.ru/PORTINFO.HTM
2732,5732,Kandalaksha,Seaport,Small,,7 815 339 2163,7 815 332 3138,,kmtp@sampo.ru,
2733,5733,Kholmsk,Seaport,Small,RUKHO,7 424 346 6494,7 424 346 6494,,khmtp@sakhalin.ru,
2734,5734,Korsakov,Seaport,Small,RUKOR,7 424 352 3234,,,,
2735,5735,Krasnogorsk,,,,,,,,
2736,5736,Kronshtadt,,,,,,,,
2737,5737,Lazarev,,,,,,,,
2738,5738,Lomonosov,Seaport,Small,,7 812 275 1017,7 812 275 3748,,,
2739,5739,Magadan,,,RUGDX,,,,,
2740,5740,Mago,,,,,,,,
2741,5741,Makhachkala,Seaport,Small,,7 872 267 2892,7 872 267 2914,,mtpru@mail.ru,
2742,5742,Mezen,Harbor,Small,,7 495 233 3134,,,,
2743,5743,Murmansk,Seaport,Medium,RUMMK,7 815 248 0644,7 815 248 0499,,mmtp@mmtp.ru,
2744,5744,Nakhodka,Seaport,Medium,RUNJK,4236 67-98-00,4236 67-98-37,,ncsp@ncsp.ru,www.ncsp.ru
2745,5745,Naryan-Mar,,,,,,,,
2746,5746,Nevelsk,Harbor,Small,,,,,,
2747,5747,Nikolaevsk on Amur,,,,,,,,
2748,5748,Nogliki,,,,,,,,
2749,5749,Novorossiysk,Seaport,Large,RUNVS,8617 600-297,8617 251-844,,referent@nle.ru,www.nle.ru
2750,5750,Onega,Seaport,Small,,,,,,
2751,5751,Petropavlovsk-Kamchatsky,,,,,,,,
2752,5752,Pevek,Seaport,Small,,7 427 222 2525,7 427 224 4116,,,
2753,5753,Poronaysk,,,,,,,,
2754,5754,Posyet,Harbor,Small,,7 423 312 1321,7 422 312 1322,,portposiet@vtc.ru,
2755,5755,Primorsk,,,,,,,,
2756,5756,Providenija,,,,,,,,
2757,5757,Rostov-on-Don,,,,,,,,
2758,5758,Saint Petersburg,,,,,,,,
2759,5759,Sochi,Harbor,Small,,7 8622 609-646,7 8622 609-609,,info@morport-sochi.ru,www.morport-sochi.ru
2760,5760,Taganrog,Seaport,Medium,RUTAG,7 8634 319-690,7 8634 319-566,,kuryanov@seaport.ru,www.taganrog.seaport.ru
2761,5761,Temryuk,,,,,,,,
2762,5762,Tiksi,Seaport,Medium,,,,,,
2763,5763,Tuapse,Seaport,Medium,,7 86167 76-4-00,7 86167 76-4-03,,map@tuapseport.ru,www.tuapseport.ru
2764,5764,Uglegorsk,Harbor,Small,,,,,,
2765,5765,Ust Kamchatsk,,,,,,,,
2766,5766,Ust-Luga,,,,,,,,
2767,5767,Vanino,Seaport,Medium,,7 421 377 7799,7 421 377 7575,,vanino.port@gin.ru,
2768,5768,Vladivostok,Seaport,Large,RUVVO,4232 222-364,4232 222-264,,mcport@vladcomport.ru,www.vmtp.ru
2769,5769,Vostochny,,,,,,,,
2770,5770,Vyborg,Seaport,Small,RUVYG,7 812 782 0477,7 812 783 2485,,mapvy@vbg.spb.ru,
2771,5771,Vysotsk,,,,,,,,
2772,5772,Yeysk,Harbor,Small,,86132 2-67-14,86132 2-66-39,,port@keynet.ru,www.yeiskport.ru
2773,5773,Zarubino,Harbor,Small,,7 423 314 1132,7 423 314 2679,,trinity@nht.ru,
2774,5774,Georgetown,,,GYGEO,,,,,
2775,5775,Jamestown,"Pier, Jetty or Wharf",Small,,290 2825,290 2830,,,
2776,5776,Basseterre,,,,,,,,
2777,5777,Charlestown,,,,,,,,
2778,5778,Castries,Seaport,Small,LCCAS,,,,matthews@slaspa.com,www.slaspa.com
2779,5779,Cul De Sac,,,,,,,,
2780,5780,Port Castries,,,,,,,,
2781,5781,Vieux Fort,,,LCVIF,,,,,
2782,5782,Miquelon,,,,,,,,
2783,5783,St. Pierre,,,,,,,,
2784,5784,Georgetown,,,GYGEO,,,,,
2785,5785,Kingstown,,,VCKTN,,,,,
2786,5786,Kingstown,Harbor,Small,VCKTN,784-456-1830,784-456-2732,,port-svg@caribsurf.com,www.svgpa.com
2787,5787,Apia,Harbor,Small,WSAPW,685-64400,685-25870,,spa@lesamoa.net,www.spasamoa.ws
2788,5788,Santo Antonio,"Pier, Jetty or Wharf",Very Small,,,,,,
2789,5789,Sao Tome,,,,,,,,
2790,5790,Dammam,,,SADMN,,,,,
2791,5791,Dhuba,,,,,,,,
2792,5792,Dhuba Bulk Plant Terminal,,,,,,,,
2793,5793,Gizan,,,,,,,,
2794,5794,Jeddah,Seaport,Medium,SAJED,966-2-6471200,966-2-6477411,,,www.ports.gov.sa
2795,5795,Jubail,"Pier, Jetty or Wharf",Small,SAJUB,966-3-3578000,966-3-3578011,,,www.ports.gov.sa
2796,5796,King Abdullah Port,,,,,,,,
2797,5797,Qadhimah,,,,,,,,
2798,5798,Rabigh,,,,,,,,
2799,5799,Ras al Ghar,,,,,,,,
2800,5800,Ras al Mishab,,,,,,,,
2801,5801,Ras Tanura,,,,,,,,
2802,5802,Dakar,Seaport,Medium,SNDKR,221 849 4545,221 823 3606,,,www.portdakar.sn
2803,5803,Kaolack,River Port,Small,,221 849 4545,221 823 3606,,,www.portdakar.sn
2804,5804,Lyndiane,"Pier, Jetty or Wharf",Small,,221 841 1004,221 841 1125,,,
2805,5805,M'Bao Oil Terminal,,,,,,,,
2806,5806,Ziguinchor,River Port,Small,,221 849 4545,221 823 3606,,,www.portdakar.sn
2807,5807,Bar,,,MEBAR,,,,,
2808,5808,Kotor,,,,,,,,
2809,5809,Risan,,,,,,,,
2810,5810,Zelenika,,,,,,,,
2811,5811,Port Victoria,Seaport,Small,SCPOV,248 224701,248 224004,,hm@seychellesports.sc,
2812,5812,Freetown,"Pier, Jetty or Wharf",Small,SLFNA,232 22 229308,232 22 226443,,,
2813,5813,Pepel,"Pier, Jetty or Wharf",Very Small,,232 22 24542,,,,
2814,5814,Sherbro Island,,,,,,,,
2815,5815,Jurong,,,,,,,,
2816,5816,Singapore,Deepwater Seaport,Very Large,SGSIN,6375 1639,6275 9247,,qsm@mpa.gov.sg,www.mpa.gov.sg
2817,5817,Bratislava,River Port,Medium,SKBTS,421 2 58271 500,421 2 58271 514,,spap@spap.sk,www.spap.sk
2818,5818,Izola,Harbor,Small,,,,,,
2819,5819,Koper,Seaport,Medium,SIKOP,=+386 5 66 56 100,=+386 5 639 5020,,PortKoper@luka-kp.si,www.luka-kp.si
2820,5820,Piran,Harbor,Small,,,,,,
2821,5821,Aola Bay,"Pier, Jetty or Wharf",Very Small,,677 23682,,,,
2822,5822,Gizo,Harbor,Small,,677 22588,,,,
2823,5823,Honiara,,,,,,,,
2824,5824,Malloco Bay,,,,,,,,
2825,5825,Noro,,,,,,,,
2826,5826,Pakera Point,,,,,,,,
2827,5827,Ringi Cove,,,,,,,,
2828,5828,Shortland Harbour,"Pier, Jetty or Wharf",Very Small,,677 22646,677 23994,,ports@solomon.com.sb,
2829,5829,Tulagi,,,,,,,,
2830,5830,Viru Harbour,Harbor,Small,,677 39922,677 21434,,,
2831,5831,Yandina,,,,,,,,
2832,5832,Berbera,"Pier, Jetty or Wharf",Small,SOBBO,252 30081,,,,
2833,5833,Dante,,,,,,,,
2834,5834,Kismayu,"Pier, Jetty or Wharf",Small,SOKMU,252 30081,,,,
2835,5835,Merca,"Pier, Jetty or Wharf",Very Small,,252 30081,,,,
2836,5836,Mogadishu,,,SOMGQ,,,,,
2837,5837,Cape Town,Seaport,Medium,ZACPT,21 449 3408,21 449 3107,,,www.transnetnationalportsauthority.net
2838,5838,Coega,,,ZAZBA,,,,,
2839,5839,Durban,Seaport,Large,ZADUR,31 361 8804,31 361 8879,,,www.transnetnationalportsauthority.net
2840,5840,East London,Harbor,Small,ZAELS,43 700 2300,43 700 2319,,,http://www.transnetnationalportsauthority.net
2841,5841,Port Elizabeth,Seaport,Medium,ZAPLZ,41 507 1885,41 507 2793,,,www.transnetnationalportsauthority.net
2842,5842,Port Nolloth,"Pier, Jetty or Wharf",Very Small,,,,,,ports.co.za/port-nolloth.php
2843,5843,Richards Bay,Seaport,Medium,ZARCB,35 905 3604,35 905 3333,,,www.transnetnationalportsauthority.net
2844,5844,Grytviken,"Pier, Jetty or Wharf",Very Small,,870 382 359033,870 382 259034,,mo@south-georgia.demon.co.uk,
2845,5845,Daepori,,,,,,,,
2846,5846,Daesan,,,,,,,,
2847,5847,Donghae,,,,,,,,
2848,5848,Gwangyang,,,KRKAN,,,,,
2849,5849,Incheon,,,KRINC,,,,,
2850,5850,Koje,,,,,,,,
2851,5851,Ko Jung,,,,,,,,
2852,5852,Kunsan,Seaport,Large,,82-63-441-2222,82-63-441-2351,,,gunsan.momaf.go.kr
2853,5853,Kwangyang,Seaport,Large,,061-650-6000,061-654-2358,,ohkt@momaf.go.kr,www.portgy.com
2854,5854,Masan,Seaport,Large,KRMAS,055-249-0303,055-245-0685,,,masan.momaf.go.kr
2855,5855,Mogpo,Seaport,Large,,82-61-280-1700,82-61-280-1616,,,mokpo.momaf.go.kr
2856,5856,Mukho,,,,,,,,
2857,5857,Okkye,,,,,,,,
2858,5858,Okpo,,,,,,,,
2859,5859,Onsan,,,,,,,,
2860,5860,Pohang,Seaport,Medium,KRKPO,054-242-1812,054-247-2122,,,
2861,5861,Pusan,Seaport,Large,,82-51-999-3000,,,bpamaster@busanpa.com,www.portbusan.or.kr
2862,5862,Pyeong Taek,Seaport,Medium,,82-31-683-0313,82-31-680-7219,,,www.momaf.go.kr
2863,5863,Pyungtaek,,,,,,,,
2864,5864,Samcheon Po,,,,,,,,
2865,5865,Samchok,"Pier, Jetty or Wharf",Small,,033-520-0400,033-522-1390,,,donghae.momaf.go.kr
2866,5866,Seoul,,,KRSEL,,,,,
2867,5867,Sokcho,Harbor,Small,,033-520-0400,033-522-1390,,,donghae.momaf.go.kr
2868,5868,Tonghae,Seaport,Medium,,033-533-3011,033-533-1415,,,
2869,5869,Ulsan,Seaport,Large,KRUSN,82-52-228-500,82-52-558-5549,,,ulsan.momaf.go.kr
2870,5870,Yeosu,,,KRYOS,,,,,
2871,5871,Yosu,Seaport,Medium,,061-650-6000,061-654-2358,,http://yeosu.momaf.go.kr/,
2872,5872,Abaran,,,,,,,,
2873,5873,Adra,Harbor,Small,,34 950 400668,34 950 400668,,,
2874,5874,Aguilas,Harbor,Small,,34 968 411074,34 968 411074,,,
2875,5875,Alcanar,Harbor,Small,,34 977 740059,,,,
2876,5876,Alcudia,Seaport,Small,,971 545 076,971 549 167,,portsdebalears@portsdebalears.com,www.portsdebalears.com
2877,5877,Algeciras,Seaport,Medium,ESALG,34 956 58 54 00,34 956 58 54 43,,apba@apba.es,www.apba.es
2878,5878,Alicante,Seaport,Medium,ESALC,34 965 13 00 95,34 965 13 00 34,,a.portuaria@puertoalicante.com,www.puertoalicante.com
2879,5879,Arguineguin,,,,,,,,
2880,5880,Barcelona,Seaport,Large,VEBLA,93 306 88 00,93 306 88 11,,sac@apb.es,www.apb.es
2881,5881,Bermeo,Harbor,Small,ESBRM,34 94 688 3801,34 94 688 2723,,puerto-bermeo@ej-gv.es,www.euskadi.net/portuak/bermei1.html
2882,5882,Bilbao,Seaport,Medium,ESBIO,94 487 12 00,94 487 12 08,,comercial@bilbaoport.es,www.bilbaoport.es
2883,5883,Blanca,,,,,,,,
2884,5884,Burela,Harbor,Small,,34 982 580333,34 982 585101,,,
2885,5885,Burgos,,,,,,,,
2886,5886,Burriana,Harbor,Small,,34 964 282352,34 964 280024,,,
2887,5887,Cadiz,Seaport,Medium,ESCAD,956-240400,956-240476,,cadiz@puertocadiz.com,www.puertocadiz.com
2888,5888,Carboneras,Seaport,Small,,950236033,950232949,,almeria@apalmeria.com,www.apalmeriamotril.com
2889,5889,Cartagena,Seaport,Medium,ESCAR,34 968 325800,34 968 325815,,cartagena@apc.es,www.apc.es
2890,5890,Castellon De La Plana,Harbor,Small,,964 28 11 40,964 28 14 11,,apcastello@portcastello.com,www.portcastello.com
2891,5891,Castro-Urdiales,,,,,,,,
2892,5892,Ceuta,Harbor,Small,ESCEU,34-956-527000,34-956-527001,,apceuta@puertodeceuta.com,www.puertodeceuta.com
2893,5893,Cillero,,,,,,,,
2894,5894,Corcubion,Harbor,Small,,34 981 745419,34 981 745409,,,
2895,5895,Denia,Harbor,Small,,34 96 520 4633,34 96 514 2797,,,
2896,5896,El Ferrol,,,,,,,,
2897,5897,Ferrol,Seaport,Medium,,981 338 000,981 338 001,,ferrol@ferrol.portel.es,www.porto-ferrolsanciprian.com
2898,5898,Gandia,Seaport,Small,,34 96 393 9500,34 96 393 9599,,apv@valenciaport.com,www.valenciaport.com
2899,5899,Garrucha,Harbor,Very Small,,34 950 460004,34 950 460004,,,
