Commodity Key,HS Code,Description,Package Size (m^3),Package Weight (kg),Densities (kg/m^3)
3009,261690,Duis mattis egestas metus.,1.494,445.79,298.387
3010,611691,Nullam molestie nibh in lectus.,2.508,2808.54,1119.833
3011,850520,Vivamus vel nulla eget eros elementum pellentesque.,4.470,2136.83,478.039
3012,854470,Curabitur gravida nisi at nibh.,1.843,491.14,266.490
3013,291733,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2.849,2163.86,759.516
3014,910812,Vestibulum ac est lacinia nisi venenatis tristique.,0.503,176.66,351.212
3015,910812,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0.753,309.78,411.394
3016,721912,Vestibulum sed magna at nunc commodo placerat.,2.991,2696.78,901.633
3017,851310,Mauris ullamcorper purus sit amet nulla.,1.042,778.56,747.178
3018,071022,Nulla nisl.,1.934,1607.88,831.377
3019,550962,Curabitur at ipsum ac tellus semper interdum.,2.529,1635.09,646.538
3020,251310,Vivamus vestibulum sagittis sapien.,1.528,2360.06,1544.541
3021,740200,Suspendisse potenti.,4.294,457.22,106.478
3022,160554,Duis consequat dui nec nisi volutpat eleifend.,2.237,1426.60,637.731
3023,480700,Quisque id justo sit amet sapien dignissim vestibulum.,4.601,4442.99,965.657
3024,030345,Curabitur gravida nisi at nibh.,1.411,128.03,90.739
3025,180500,Nam tristique tortor eu pede.,1.889,43.50,23.027
3026,030784,Duis aliquam convallis nunc.,1.491,1212.37,813.128
3027,843360,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2.519,1288.09,511.348
3028,281216,Aenean auctor gravida sem.,4.639,3561.75,767.783
3029,292429,Donec dapibus.,1.084,750.81,692.625
3030,200290,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0.839,364.52,434.475
3031,850434,Praesent id massa id nisl venenatis lacinia.,1.161,544.19,468.721
3032,040520,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4.120,1480.48,359.341
3033,810790,Nulla ut erat id mauris vulputate elementum.,0.885,348.40,393.674
3034,252329,Nam tristique tortor eu pede.,0.211,238.45,1130.078
3035,230620,Quisque ut erat.,2.595,2937.90,1132.140
3036,841440,Etiam pretium iaculis justo.,3.387,3266.06,964.293
3037,910390,In sagittis dui vel nisl.,1.691,1177.72,696.461
3038,847730,Pellentesque eget nunc.,2.829,3809.68,1346.654
3039,440112,Proin eu mi.,0.209,180.66,864.399
3040,570250,Aenean auctor gravida sem.,0.705,790.95,1121.914
3041,844180,Morbi non quam nec dui luctus rutrum.,1.899,148.05,77.960
3042,252010,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1.628,191.36,117.544
3043,210690,Integer a nibh.,3.955,5015.23,1268.073
3044,730512,Mauris ullamcorper purus sit amet nulla.,3.492,3008.40,861.512
3045,030357,Nulla nisl.,1.662,525.57,316.227
3046,282120,Maecenas pulvinar lobortis est.,3.070,1896.50,617.754
3047,851539,Sed accumsan felis.,0.376,275.52,732.757
3048,300343,Maecenas ut massa quis augue luctus tincidunt.,0.765,374.97,490.155
3049,080529,Duis at velit eu est congue elementum.,2.573,251.59,97.781
3050,291524,Morbi porttitor lorem id ligula.,1.553,828.93,533.761
3051,200941,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2.339,1030.25,440.466
3052,491000,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.126,134.99,1071.317
3053,401699,Etiam vel augue.,1.259,220.41,175.068
3054,840590,Duis consequat dui nec nisi volutpat eleifend.,0.374,120.62,322.507
3055,292030,Morbi non quam nec dui luctus rutrum.,0.747,786.84,1053.334
3056,380120,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0.916,627.18,684.692
3057,450110,Morbi non quam nec dui luctus rutrum.,1.515,577.86,381.427
3058,090932,Nunc purus.,2.206,1197.56,542.865
3059,282630,Aenean lectus.,0.731,886.30,1212.451
3060,480530,Etiam faucibus cursus urna.,0.810,13.27,16.383
3061,080910,Duis consequat dui nec nisi volutpat eleifend.,2.337,27.49,11.764
3062,220600,Quisque id justo sit amet sapien dignissim vestibulum.,1.196,1011.63,845.846
3063,880390,Nulla suscipit ligula in lacus.,0.821,362.80,441.905
3064,281420,Integer a nibh.,1.612,1325.81,822.465
3065,020442,Mauris sit amet eros.,0.338,419.62,1241.491
3066,480519,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.786,2148.97,771.347
3067,800300,In hac habitasse platea dictumst.,2.125,3242.97,1526.102
3068,220600,Aenean auctor gravida sem.,3.522,3808.14,1081.244
3069,292011,Pellentesque ultrices mattis odio.,2.491,640.28,257.037
3070,481022,Fusce posuere felis sed lacus.,1.111,339.65,305.720
3071,100290,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1.019,1078.94,1058.819
3072,310510,Nullam molestie nibh in lectus.,1.116,676.40,606.089
3073,382440,Curabitur at ipsum ac tellus semper interdum.,3.955,2950.87,746.111
3074,410631,Quisque id justo sit amet sapien dignissim vestibulum.,3.063,3076.62,1004.448
3075,950662,In hac habitasse platea dictumst.,1.822,1436.64,788.494
3076,820140,In hac habitasse platea dictumst.,3.030,1538.92,507.895
3077,870310,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.942,1311.01,675.083
3078,310250,Curabitur at ipsum ac tellus semper interdum.,1.245,78.71,63.220
3079,950300,Vestibulum ac est lacinia nisi venenatis tristique.,2.534,2474.66,976.583
3080,290290,Proin risus.,3.643,1258.78,345.535
3081,280470,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0.593,536.85,905.316
3082,150710,Nulla ac enim.,2.274,619.72,272.522
3083,853400,In quis justo.,0.534,646.17,1210.052
3084,550210,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.695,424.66,250.535
3085,251520,Cras in purus eu magna vulputate luctus.,2.278,2438.89,1070.626
3086,284169,Aliquam erat volutpat.,0.252,135.59,538.054
3087,540349,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.532,291.65,548.206
3088,610712,In hac habitasse platea dictumst.,0.443,589.62,1330.973
3089,030691,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.715,637.20,891.193
3090,300432,Aenean lectus.,1.435,563.41,392.618
3091,370130,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.830,1794.70,634.168
3092,070390,Aliquam sit amet diam in magna bibendum imperdiet.,2.231,272.83,122.290
3093,441300,Sed ante.,0.949,1073.75,1131.452
3094,080620,Morbi non lectus.,0.630,850.85,1350.562
3095,903089,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1.493,1620.75,1085.563
3096,871639,Quisque ut erat.,5.962,8640.74,1449.303
3097,820231,Nullam sit amet turpis elementum ligula vehicula consequat.,0.612,617.58,1009.121
3098,290436,Morbi non quam nec dui luctus rutrum.,2.266,1326.39,585.346
3099,853649,Nulla tempus.,2.846,1951.59,685.732
3100,290129,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1.234,698.48,566.032
3101,701510,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",4.239,2986.34,704.492
3102,551449,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,4.362,2721.86,623.993
3103,292411,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.862,1060.76,1230.575
3104,490510,Quisque id justo sit amet sapien dignissim vestibulum.,2.525,765.43,303.142
3105,940330,In hac habitasse platea dictumst.,0.912,641.21,703.084
3106,551612,Nullam varius.,3.710,2052.31,553.183
3107,170240,Sed ante.,6.617,1946.67,294.192
3108,730830,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.177,1176.58,999.643
3109,440890,Quisque ut erat.,1.443,1089.78,755.217
3110,070521,Nullam sit amet turpis elementum ligula vehicula consequat.,2.816,3593.18,1275.986
3111,330113,Pellentesque viverra pede ac diam.,3.111,1739.82,559.248
3112,911012,Nunc nisl.,1.311,560.74,427.719
3113,030242,In quis justo.,3.732,4976.59,1333.492
3114,284910,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.932,423.82,144.549
3115,854320,Praesent blandit.,1.950,1866.63,957.247
3116,640220,Vivamus vestibulum sagittis sapien.,2.233,2311.17,1035.008
3117,700231,Praesent lectus.,0.824,766.35,930.038
3118,360500,Duis at velit eu est congue elementum.,2.319,3243.96,1398.861
3119,520524,Sed vel enim sit amet nunc viverra dapibus.,3.902,3259.50,835.340
3120,570239,Duis consequat dui nec nisi volutpat eleifend.,0.867,813.53,938.329
3121,080620,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.179,1154.66,979.352
3122,903110,In sagittis dui vel nisl.,0.895,1079.42,1206.055
3123,284150,In quis justo.,1.063,1287.20,1210.914
3124,860900,Nulla mollis molestie lorem.,3.444,1035.46,300.655
3125,710239,Aliquam quis turpis eget elit sodales scelerisque.,0.796,599.13,752.671
3126,811100,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.314,3276.70,988.744
3127,070960,Maecenas ut massa quis augue luctus tincidunt.,0.825,1313.76,1592.434
3128,853890,Etiam pretium iaculis justo.,1.748,285.35,163.245
3129,845521,Morbi non quam nec dui luctus rutrum.,0.126,112.65,894.054
3130,902910,Donec ut dolor.,1.187,1778.31,1498.159
3131,870390,Vivamus in felis eu sapien cursus vestibulum.,4.638,3108.62,670.250
3132,847490,Etiam justo.,2.048,2117.12,1033.749
3133,843820,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",6.716,4625.19,688.682
3134,846190,Morbi vel lectus in quam fringilla rhoncus.,2.378,3312.89,1393.142
3135,250410,Nulla mollis molestie lorem.,3.249,3717.25,1144.122
3136,900190,Nulla tempus.,2.507,1276.60,509.213
3137,310100,Suspendisse potenti.,1.562,1308.62,837.786
3138,590410,Duis bibendum.,1.530,1762.88,1152.211
3139,630239,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1.235,221.94,179.711
3140,441510,In hac habitasse platea dictumst.,10.233,5411.55,528.833
3141,350691,Duis aliquam convallis nunc.,1.386,2284.22,1648.069
3142,030635,Praesent blandit.,1.729,1188.86,687.602
3143,550912,Fusce consequat.,0.415,457.43,1102.244
3144,901090,Integer a nibh.,1.610,1911.30,1187.140
3145,400922,Suspendisse ornare consequat lectus.,3.005,3253.58,1082.723
3146,640351,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",3.720,3816.80,1026.022
3147,251010,Vivamus vestibulum sagittis sapien.,3.068,1276.66,416.121
3148,251730,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2.110,342.57,162.354
3149,841420,Proin at turpis a pede posuere nonummy.,5.094,6136.52,1204.656
3150,580132,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0.968,1005.99,1039.251
3151,721320,Morbi non lectus.,2.620,1045.28,398.960
3152,200961,Vestibulum rutrum rutrum neque.,0.731,48.60,66.481
3153,721810,In hac habitasse platea dictumst.,5.831,7616.15,1306.149
3154,560221,Morbi porttitor lorem id ligula.,1.888,968.97,513.223
3155,870520,Vestibulum ac est lacinia nisi venenatis tristique.,1.396,514.03,368.219
3156,151790,Nullam molestie nibh in lectus.,0.879,1374.57,1563.784
3157,820231,Nulla mollis molestie lorem.,2.820,2497.58,885.665
3158,620339,Suspendisse ornare consequat lectus.,0.966,1073.43,1111.210
3159,721030,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1.476,1278.82,866.412
3160,420330,Sed vel enim sit amet nunc viverra dapibus.,2.882,2816.16,977.156
3161,292145,Nunc nisl.,4.349,4895.94,1125.762
3162,151530,Donec semper sapien a libero.,2.825,3816.93,1351.125
3163,030492,Ut tellus.,1.825,2125.49,1164.650
3164,710812,Donec posuere metus vitae ipsum.,2.692,1302.47,483.830
3165,293790,Aliquam sit amet diam in magna bibendum imperdiet.,1.966,1690.79,860.017
3166,871120,Suspendisse potenti.,2.284,1273.58,557.608
3167,080720,Suspendisse potenti.,3.923,4367.22,1113.234
3168,330720,Cras non velit nec nisi vulputate nonummy.,2.948,2816.05,955.242
3169,531090,Praesent lectus.,0.346,460.00,1329.481
3170,220190,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.017,868.17,853.653
3171,731519,Nam tristique tortor eu pede.,1.976,694.39,351.412
3172,390390,In congue.,1.386,1126.30,812.629
3173,700210,Morbi ut odio.,0.394,366.02,928.979
3174,160558,Curabitur convallis.,0.695,384.25,552.878
3175,491000,Sed sagittis.,9.829,5557.83,565.452
3176,392190,In hac habitasse platea dictumst.,2.528,214.04,84.666
3177,702000,Cras non velit nec nisi vulputate nonummy.,0.852,692.68,813.005
3178,600390,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.615,3162.13,1209.227
3179,731823,Mauris sit amet eros.,1.515,247.84,163.591
3180,920710,Sed vel enim sit amet nunc viverra dapibus.,4.754,6284.95,1322.035
3181,291300,Aliquam quis turpis eget elit sodales scelerisque.,4.073,3988.51,979.257
3182,440323,Integer a nibh.,1.025,129.63,126.472
3183,621149,In eleifend quam a odio.,1.438,1498.78,1042.266
3184,030729,Morbi porttitor lorem id ligula.,1.124,1181.61,1051.255
3185,520921,Nulla tempus.,5.973,3182.13,532.752
3186,846880,Nullam varius.,2.142,2693.69,1257.560
3187,847021,Nunc rhoncus dui vel sem.,6.098,5421.05,888.989
3188,841460,Morbi a ipsum.,1.634,473.75,289.934
3189,820340,Vestibulum sed magna at nunc commodo placerat.,2.409,1850.97,768.357
3190,551694,Pellentesque viverra pede ac diam.,0.811,832.59,1026.623
3191,491000,Maecenas rhoncus aliquam lacus.,2.499,2824.80,1130.372
3192,721129,Cras non velit nec nisi vulputate nonummy.,1.126,1337.92,1188.208
3193,310490,Etiam pretium iaculis justo.,2.180,67.17,30.812
3194,870821,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1.542,203.92,132.243
3195,940382,Integer non velit.,0.556,508.39,914.369
3196,520420,Phasellus sit amet erat.,5.168,6017.75,1164.426
3197,851529,Proin at turpis a pede posuere nonummy.,5.372,5210.78,969.988
3198,261310,Donec ut dolor.,2.447,2690.48,1099.500
3199,732399,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2.318,1776.39,766.348
3200,560229,Praesent id massa id nisl venenatis lacinia.,1.341,110.28,82.237
3201,846490,Ut at dolor quis odio consequat varius.,0.249,269.15,1080.911
3202,844833,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4.563,4453.43,975.988
3203,851671,Nunc purus.,6.883,11023.22,1601.514
3204,640299,Curabitur convallis.,2.528,3720.97,1471.903
3205,820340,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.708,657.70,928.952
3206,842121,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2.062,105.02,50.931
3207,340220,Donec ut dolor.,6.919,6093.89,880.747
3208,760612,Nam nulla.,3.714,4599.32,1238.373
3209,853661,Nullam sit amet turpis elementum ligula vehicula consequat.,1.264,1537.08,1216.048
3210,491110,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.180,1269.45,1075.806
3211,842952,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.400,155.32,388.300
3212,030462,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.367,1808.07,763.865
3213,300343,Integer ac neque.,2.135,1240.10,580.845
3214,292411,Fusce posuere felis sed lacus.,1.399,1050.19,750.673
3215,830250,Nulla tempus.,1.217,217.46,178.682
3216,540232,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2.591,2191.29,845.731
3217,240319,Mauris ullamcorper purus sit amet nulla.,0.537,666.90,1241.892
3218,190410,Etiam justo.,3.306,2149.26,650.108
3219,441874,Pellentesque eget nunc.,1.936,1591.17,821.884
3220,850410,Proin eu mi.,0.459,42.85,93.347
3221,846120,Duis ac nibh.,2.690,2302.74,856.036
3222,570242,In hac habitasse platea dictumst.,7.908,2022.38,255.738
3223,170240,Duis bibendum.,1.233,498.27,404.112
3224,180200,Aenean sit amet justo.,0.753,990.25,1315.071
3225,230910,Morbi ut odio.,1.990,70.98,35.666
3226,392091,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2.404,618.06,257.096
3227,410210,Donec dapibus.,0.709,807.09,1138.351
3228,020840,Pellentesque viverra pede ac diam.,4.023,5137.83,1277.113
3229,290712,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.114,93.18,817.406
3230,300660,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2.992,3478.19,1162.497
3231,720441,Donec semper sapien a libero.,3.380,3927.10,1161.863
3232,280620,Curabitur convallis.,1.383,1193.68,863.109
3233,020726,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3.328,2466.41,741.110
3234,854020,Morbi non quam nec dui luctus rutrum.,1.163,319.58,274.788
3235,480210,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.669,727.29,1087.129
3236,630539,Sed ante.,1.359,1411.04,1038.296
3237,070610,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2.436,1321.34,542.420
3238,010612,Integer non velit.,1.438,338.73,235.555
3239,150110,Proin risus.,0.385,453.20,1177.143
3240,740931,Aenean sit amet justo.,1.641,677.68,412.965
3241,846711,Sed accumsan felis.,1.222,868.14,710.429
3242,810411,In sagittis dui vel nisl.,2.199,1369.32,622.701
3243,901720,Nulla suscipit ligula in lacus.,1.545,2086.78,1350.668
3244,230610,In eleifend quam a odio.,2.287,1504.56,657.877
3245,853950,Curabitur at ipsum ac tellus semper interdum.,2.362,2033.32,860.848
3246,284700,In sagittis dui vel nisl.,6.593,7444.04,1129.082
